affiliation_key,canonical_affiliation,organisation,country,country_code,geocode_status,latitude,longitude,geocode_source,variant_count,attendee_count,in_delegate_list,in_programme,sources,name_variants,needs_review,review_reason,primary_organisation,secondary_organisation,redirect_to_affiliation_key,plot_on_map
icrs-a-00653,University of Florida,University of Florida,United States,US,ok,29.6465428,-82.3533266,geocode_csv,1,3,True,True,delegate_list;geocode_csv;programme,"University of Florida, United States",False,,University of Florida,,,True
icrs-a-00654,University of Geneva,University of Geneva,Switzerland,CH,ok,46.199444,6.1451157,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"University of Geneva, Switzerland",False,,University of Geneva,,,True
icrs-a-00655,University of Georgia,University of Georgia,United States,US,ok,33.9423394,-83.3724242,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"University of Georgia, United States",False,,University of Georgia,,,True
icrs-a-00656,University of Guam,"University of Guam, United States",Guam,GU,ok,13.4322112,144.8033219,geocode_csv,1,17,False,True,programme,"University of Guam, Guam",False,,"University of Guam, United States",,,True
icrs-a-00657,University of Guam,"University of Guam, United States",United States,US,fallback,13.476,144.7502,capital_fallback,3,3,True,True,delegate_list;display_alias;geocode_csv;programme,"University of Guam; University of Guam, Guam; University of Guam, United States",False,,"University of Guam, United States",,,True
icrs-a-00658,University of Haifa,University of Haifa,Israel,IL,ok,32.7614296,35.0195184,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"University of Haifa, Israel",False,,University of Haifa,,,True
icrs-a-00659,University of Hawaiʻi - Hilo,"University of Hawaiʻi - Hilo, United States",United States,US,fallback,21.3069,-157.8583,capital_fallback,1,4,False,True,programme,University of Hawaiʻi at Hilo,False,,University of Hawaiʻi at Hilo,,,True
icrs-a-00660,University of Hawaiʻi - Hilo,"University of Hawaiʻi - Hilo, United States",United States,US,fallback,21.3069,-157.8583,capital_fallback,7,4,True,True,delegate_list;display_alias;geocode_csv;programme,"University of Hawai'i - Hilo; University of Hawai'i - Hilo, United States; University of Hawaii - Hilo; University of Hawaii at Hilo; University of Hawaiʻi - Hilo; University of Hawaiʻi - Hilo, United States; University of Hawaiʻi at Hilo",False,,University of Hawaiʻi at Hilo,,,True
icrs-a-00661,University of Hawaiʻi - Maui College,University of Hawaiʻi - Maui College,United States,US,fallback,21.3069,-157.8583,capital_fallback,3,1,False,False,display_alias,"University of Hawai'i - Maui College; University of Hawai'i - Maui College, United States; University of Hawaiʻi - Maui College",False,,University of Hawaiʻi - Maui College,,,True
icrs-a-00662,University of Hawaiʻi - Maui College,University of Hawaiʻi - Maui College,United States,US,fallback,21.3069,-157.8583,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"University of Hawai'i - Maui College, United States",False,,University of Hawaiʻi - Maui College,,,True
icrs-a-00663,University of Hawaiʻi - Mānoa,"University of Hawaiʻi - Mānoa, United States",Palau,PW,ok,21.315643,-157.8039891,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"University of Hawai'i - Mānoa, Palau",False,,"University of Hawaiʻi - Mānoa, United States",,,True
icrs-a-00664,University of Hawaiʻi - Mānoa,"University of Hawaiʻi - Mānoa, United States",Philippines,PH,fallback,14.5995,120.9842,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"University of Hawai'i - Mānoa, Philippines",False,,"University of Hawaiʻi - Mānoa, United States",,,True
icrs-a-00665,University of Hawaiʻi - Mānoa,"University of Hawaiʻi - Mānoa, United States",United States,US,ok,21.2968676,-157.8174491,geocode_csv,9,33,True,True,delegate_list;display_alias;geocode_csv;programme,"University of Hawai'i - Manoa; University of Hawai'i - Mānoa; University of Hawai'i - Mānoa, Palau; University of Hawai'i - Mānoa, Philippines; University of Hawai'i - Mānoa, United States; University of Hawaii - Manoa; University of Hawaiʻi - Mānoa; University of Hawaiʻi - Mānoa, United States; University of Hawai‘i - Mānoa",False,,"University of Hawaiʻi - Mānoa, United States",,,True
icrs-a-00666,University of Hawaiʻi,"University of Hawaiʻi, United States",United States,US,fallback,21.3069,-157.8583,capital_fallback,5,12,True,True,delegate_list;display_alias;geocode_csv;programme,"University of Hawai'i; University of Hawai'i, United States; University of Hawaii; University of Hawaiʻi; University of Hawaiʻi, United States",False,,"University of Hawaiʻi, United States",,,True
icrs-a-00667,University of Hong Kong,"University of Hong Kong, Hong Kong",Hong Kong,HK,ok,22.2830891,114.1365621,geocode_csv,2,9,True,True,delegate_list;display_alias;geocode_csv;programme,"University of Hong Kong; University of Hong Kong, Hong Kong",False,,"University of Hong Kong, Hong Kong",,,True
icrs-a-00668,University of Konstanz,University of Konstanz,Cuba,CU,fallback,23.1136,-82.3666,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"University of Konstanz, Cuba",False,,University of Konstanz,,,True
icrs-a-00669,University of Konstanz,University of Konstanz,Germany,DE,ok,47.6898803,9.1879442,geocode_csv,1,6,True,True,delegate_list;geocode_csv;programme,"University of Konstanz, Germany",False,,University of Konstanz,,,True
icrs-a-00670,University of Leeds,"University of Leeds, United Kingdom",United Kingdom,GB,ok,53.8079743,-1.5533339,geocode_csv,2,10,True,True,delegate_list;display_alias;geocode_csv;programme,"University of Leeds; University of Leeds, United Kingdom",False,,"University of Leeds, United Kingdom",,,True
icrs-a-00671,University of Leicester,University of Leicester,United Kingdom,GB,ok,52.6219231,-1.1246117,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"University of Leicester, United Kingdom",False,,University of Leicester,,,True
icrs-a-00672,University of Lisbon,"University of Lisbon, Portugal",Portugal,PT,ok,38.7526578,-9.158245,geocode_csv,2,5,True,True,delegate_list;display_alias;geocode_csv;programme,"University of Lisbon; University of Lisbon, Portugal",False,,"University of Lisbon, Portugal",,,True
icrs-a-00673,University of Liège,"University of Liège, Belgium",Belgium,BE,ok,50.6408274,5.5760585,geocode_csv,4,2,True,True,delegate_list;display_alias;geocode_csv;programme,"University of Liege; University of Liege, Belgium; University of Liège; University of Liège, Belgium",False,,"University of Liège, Belgium",,,True
icrs-a-00674,"University Of Maine, Presque Isle; University of Southern California, Los Angeles","University Of Maine, Presque Isle; University of Southern California, Los Angeles, United States",United States,US,ok,46.681153,-68.0158615,geocode_csv,3,1,True,True,delegate_list;display_alias;geocode_csv;programme,"University Of Maine, Presque Isle; University of Southern California, Los Angeles; University Of Maine, Presque Isle; University of Southern California, Los Angeles, United States; University of Maine, Presque Isle; University of Southern California, Los Angeles",False,,"University Of Maine, Presque Isle; University of Southern California, Los Angeles, United States",,,True
icrs-a-00675,University of Maryland Center for Environmental Sciences- Institute of Marine and Environmental Technology,University of Maryland Center for Environmental Sciences- Institute of Marine and Environmental Technology,United States,US,fallback,38.9784,-76.4922,capital_fallback,1,0,False,True,programme,University of Maryland Center for Environmental Sciences- Institute of Marine and Environmental Technology,False,,University of Maryland Center for Environmental Sciences- Institute of Marine and Environmental Technology,,,True
icrs-a-00676,University of Maryland,University of Maryland,United States,US,ok,38.9869183,-76.9425543,geocode_csv,1,3,True,True,delegate_list;geocode_csv;programme,"University of Maryland, United States",False,,University of Maryland,,,True
icrs-a-00677,University of Massachusetts - Boston,University of Massachusetts - Boston,United States,US,ok,42.3141992,-71.0419953,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"University of Massachusetts - Boston, United States",False,,University of Massachusetts - Boston,,,True
icrs-a-00678,University of Massachusetts Lowell,University of Massachusetts Lowell,United States,US,ok,42.6552587,-71.3247164,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"University of Massachusetts Lowell, United States",False,,University of Massachusetts Lowell,,,True
icrs-a-00679,University of Mataram,University of Mataram,Indonesia,ID,ok,-8.5872326,116.092239,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"University of Mataram, Indonesia",False,,University of Mataram,,,True
icrs-a-00680,University Of Mauritius,"University Of Mauritius, Mauritius",Mauritius,MU,ok,-20.2349416,57.4962994,geocode_csv,4,5,True,True,delegate_list;display_alias;geocode_csv;programme,"University Of Mauritius; University Of Mauritius, Mauritius; University of Mauritius; University of Mauritius, Mauritius",False,,"University Of Mauritius, Mauritius",,,True
icrs-a-00681,University of Melbourne,"University of Melbourne, Australia",Australia,AU,ok,-37.7983459,144.960974,geocode_csv,2,9,True,True,delegate_list;display_alias;geocode_csv;programme,"University of Melbourne; University of Melbourne, Australia",False,,"University of Melbourne, Australia",,,True
icrs-a-00682,University of Miami / NOAA,University of Miami / NOAA,United States,US,ok,25.7169568,-80.2798198,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"University of Miami / NOAA, United States",False,,University of Miami / NOAA,,,True
icrs-a-00683,University Of Miami Rosenstiel School of Marine,"University Of Miami Rosenstiel School of Marine,",United States,US,fallback,38.9072,-77.0369,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"University Of Miami Rosenstiel School of Marine,, United States",False,,"University Of Miami Rosenstiel School of Marine,",,,True
icrs-a-00684,"University Of Miami, CIMAS","University Of Miami, CIMAS, United States",United States,US,ok,25.7321908,-80.1637945,geocode_csv,3,1,True,True,delegate_list;display_alias;geocode_csv;programme,"University Of Miami, CIMAS; University Of Miami, CIMAS, United States; University of Miami, CIMAS",False,,"University Of Miami, CIMAS, United States",,,True
icrs-a-00685,University Of Miami,"University Of Miami, United States",United States,US,ok,25.7216374,-80.2792805,geocode_csv,4,29,True,True,delegate_list;display_alias;geocode_csv;programme,"University Of Miami; University Of Miami, United States; University of Miami; University of Miami, United States",False,,"University Of Miami, United States",,,True
icrs-a-00686,University Of Michigan,"University Of Michigan, United States",United States,US,ok,42.277145,-83.7382071,geocode_csv,5,4,True,True,delegate_list;display_alias;geocode_csv;programme,"University Of Michigan; University Of Michigan, United States; University of Michigan; University of Michigan - Ann Arbor, United States; University of Michigan, United States",False,,"University Of Michigan, United States",,,True
icrs-a-00687,University of Milano - Bicocca,"University of Milano - Bicocca, Italy",Italy,IT,fallback,41.9028,12.4964,capital_fallback,1,8,False,True,programme,University of Milan-Bicocca,False,,University of Milan-Bicocca,,,True
icrs-a-00688,University of Milano - Bicocca,"University of Milano - Bicocca, Italy",Italy,IT,fallback,41.9028,12.4964,capital_fallback,8,8,True,True,delegate_list;display_alias;geocode_csv;programme,"University Of Milano-bicocca; University Of Milano-bicocca, Italy; University of Milan-Bicocca; University of Milano - Bicocca; University of Milano - Bicocca, Italy; University of Milano-Bicocca; University of Milano-Bicocca, Italy; University of Milano-bicocca",False,,University of Milan-Bicocca,,,True
icrs-a-00689,University of Mississippi,University of Mississippi,United States,US,ok,34.3662492,-89.5379687,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"University of Mississippi, United States",False,,University of Mississippi,,,True
icrs-a-00690,University of Miyazaki,University of Miyazaki,Japan,JP,ok,31.8295664,131.4141929,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"University of Miyazaki, Japan",False,,University of Miyazaki,,,True
icrs-a-00691,University Of Mons,"University Of Mons, Belgium",Belgium,BE,ok,50.4516865,3.9589928,geocode_csv,4,1,True,True,delegate_list;display_alias;geocode_csv;programme,"University Of Mons, Belgium; University Of Mons, Belgium, Belgium; University of Mons; University of Mons, Belgium",False,,"University Of Mons, Belgium",,,True
icrs-a-00692,University of Moratuwa,University of Moratuwa,Sri Lanka,LK,ok,6.7951276,79.900867,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"University of Moratuwa, Sri Lanka",False,,University of Moratuwa,,,True
icrs-a-00693,University of New Caledonia,University of New Caledonia,New Caledonia,NC,ok,-22.2628981,166.4032454,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"University of New Caledonia, New Caledonia",False,,University of New Caledonia,,,True
icrs-a-00694,University of New Hampshire,University of New Hampshire,United States,US,ok,43.138948,-70.9370252,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"University of New Hampshire, United States",False,,University of New Hampshire,,,True
icrs-a-00695,University of New South Wales - Sydney,University of New South Wales - Sydney,Australia,AU,ok,-33.917347,151.2312675,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"University of New South Wales - Sydney, Australia",False,,University of New South Wales - Sydney,,,True
icrs-a-00696,University of New South Wales,"University of New South Wales, Australia",Australia,AU,ok,-33.917347,151.2312675,geocode_csv,2,4,True,True,delegate_list;display_alias;geocode_csv;programme,"University of New South Wales; University of New South Wales, Australia",False,,"University of New South Wales, Australia",,,True
icrs-a-00697,University of Newcastle,University of Newcastle,Australia,AU,ok,-32.8927718,151.7041775,geocode_csv,2,5,True,True,delegate_list;geocode_csv;programme,"University Of Newcastle, Australia; University of Newcastle, Australia",False,,University of Newcastle,,,True
icrs-a-00698,University of North Carolina - Wilmington,"University of North Carolina - Wilmington, United States",United States,US,ok,34.224675,-77.8678426,geocode_csv,2,12,True,True,delegate_list;display_alias;geocode_csv;programme,"University of North Carolina - Wilmington; University of North Carolina - Wilmington, United States",False,,"University of North Carolina - Wilmington, United States",,,True
icrs-a-00699,University of Oldenburg,"University of Oldenburg, Germany",Germany,DE,ok,53.1467333,8.183124,geocode_csv,4,3,True,True,delegate_list;display_alias;geocode_csv;programme,"Oldenburg University; Oldenburg University, Germany; University of Oldenburg; University of Oldenburg, Germany",False,,"University of Oldenburg, Germany",,,True
icrs-a-00700,University of Otago,"University of Otago, New Zealand",Fiji,FJ,fallback,-18.1416,178.4419,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"University of Otago, Fiji",False,,"University of Otago, New Zealand",,,True
icrs-a-00701,University of Otago,"University of Otago, New Zealand",New Zealand,NZ,ok,-45.8646835,170.5144227,geocode_csv,5,3,True,True,delegate_list;display_alias;geocode_csv;programme,"Otago University; Otago University, New Zealand; University of Otago; University of Otago, Fiji; University of Otago, New Zealand",False,,"University of Otago, New Zealand",,,True
icrs-a-00702,University of Oxford,University of Oxford,United Kingdom,GB,ok,51.7570429,-1.2545179,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"University of Oxford, United Kingdom",False,,University of Oxford,,,True
icrs-a-00703,University of Pattimura,"University of Pattimura, Indonesia",Indonesia,ID,ok,-3.6546187,128.1956754,geocode_csv,4,3,True,True,delegate_list;display_alias;geocode_csv;programme,"Pattimura University; Pattimura University, Indonesia; University of Pattimura; University of Pattimura, Indonesia",False,,"University of Pattimura, Indonesia",,,True
icrs-a-00704,University of Pennsylvania,University of Pennsylvania,United States,US,ok,39.9515013,-75.1910161,geocode_csv,1,3,True,True,delegate_list;geocode_csv;programme,"University of Pennsylvania, United States",False,,University of Pennsylvania,,,True
icrs-a-00705,University of Perpignan - Domitia,University of Perpignan - Domitia,France,FR,ok,42.6820471,2.8988581,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"University of Perpignan - Domitia, France",False,,University of Perpignan - Domitia,,,True
icrs-a-00706,University of Plymouth,"University of Plymouth, United Kingdom",United Kingdom,GB,ok,50.3758892,-4.1395842,geocode_csv,2,5,True,True,delegate_list;display_alias;geocode_csv;programme,"University of Plymouth; University of Plymouth, United Kingdom",False,,"University of Plymouth, United Kingdom",,,True
icrs-a-00707,University of Porto,University of Porto,Portugal,PT,ok,41.1465479,-8.6156998,geocode_csv,6,3,True,True,delegate_list;display_alias;geocode_csv;programme,"Faculty Of Engineering - University Of Porto; Faculty Of Engineering - University Of Porto, Portugal; Faculty of Engineering - University of Porto; Faculty of Engineering - University of Porto, Portugal; University of Porto; University of Porto, Portugal",False,,University of Porto,,,True
icrs-a-00708,University of Puerto Rico at Mayagüez,"University of Puerto Rico at Mayagüez, United States",Puerto Rico,PR,fallback,18.4655,-66.1057,capital_fallback,1,1,False,True,programme,University of Puerto Rico - Mayaguez,False,,University of Puerto Rico - Mayaguez,,,True
icrs-a-00709,University of Puerto Rico at Mayagüez,"University of Puerto Rico at Mayagüez, United States",Puerto Rico,PR,fallback,18.4655,-66.1057,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"University of Puerto Rico - Mayagüez, Puerto Rico",False,,University of Puerto Rico - Mayaguez,,,True
icrs-a-00710,University of Puerto Rico at Mayagüez,"University of Puerto Rico at Mayagüez, United States",United States,US,fallback,18.4655,-66.1057,capital_fallback,7,1,True,True,delegate_list;display_alias;geocode_csv;programme,"University of Puerto Rico - Mayaguez; University of Puerto Rico - Mayagüez; University of Puerto Rico - Mayagüez, Puerto Rico; University of Puerto Rico at Mayaguez; University of Puerto Rico at Mayaguez, United States; University of Puerto Rico at Mayagüez; University of Puerto Rico at Mayagüez, United States",False,,"University of Puerto Rico at Mayagüez, United States",,,True
icrs-a-00711,University of Queensland,University of Queensland,Australia,AU,ok,-27.4976696,153.0128661,geocode_csv,2,35,True,True,delegate_list;geocode_csv;programme,"University Of Queensland, Australia; University of Queensland, Australia",False,,University of Queensland,,,True
icrs-a-00712,University of Queensland,University of Queensland,Colombia,CO,fallback,4.711,-74.0721,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"University of Queensland, Colombia",False,,University of Queensland,,,True
icrs-a-00713,University of Queensland,University of Queensland,Malaysia,MY,fallback,3.139,101.6869,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"University of Queensland, Malaysia",False,,University of Queensland,,,True
icrs-a-00714,University of Queensland,University of Queensland,Philippines,PH,fallback,14.5995,120.9842,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"University of Queensland, Philippines",False,,University of Queensland,,,True
icrs-a-00715,University of Rhode Island,"University of Rhode Island, United States",United States,US,fallback,41.824,-71.4128,capital_fallback,2,5,True,True,delegate_list;display_alias;geocode_csv;programme,"University of Rhode Island; University of Rhode Island, United States",False,,"University of Rhode Island, United States",,,True
icrs-a-00716,University of Salento,University of Salento,Italy,IT,ok,40.34956,18.1672671,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"University of Salento, Italy",False,,University of Salento,,,True
icrs-a-00717,University of Salzburg,University of Salzburg,"Bolivia, Plurinational State of",BO,fallback,-19.0196,-65.262,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"University of Salzburg, Bolivia, Plurinational State of",False,,University of Salzburg,,,True
icrs-a-00718,University of San Diego,University of San Diego,United States,US,ok,32.7721681,-117.1888625,geocode_csv,1,3,True,True,delegate_list;geocode_csv;programme,"University of San Diego, United States",False,,University of San Diego,,,True
icrs-a-00719,University of South Carolina - Chapel Hill,University of South Carolina - Chapel Hill,United States,US,ok,35.9049122,-79.0469134,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"University of South Carolina - Chapel Hill, United States",False,,University of South Carolina - Chapel Hill,,,True
icrs-a-00720,University of South Carolina Beaufort,"University of South Carolina - Beaufort, United States",United States,US,ok,32.4315813,-80.6698286,geocode_csv,6,2,True,False,delegate_list;display_alias;geocode_csv,"University of South Carolina - Beaufort; University of South Carolina - Beaufort, United States; University of South Carolina Beaufort; University of South Carolina Beaufort - Beaufort; University of South Carolina Beaufort - Beaufort Campus; University of South Carolina Beaufort, United States",False,,"University of South Carolina - Beaufort, United States",,,True
icrs-a-00721,University of South Florida,University of South Florida,United States,US,ok,28.0622334,-82.4135057,geocode_csv,1,3,True,True,delegate_list;geocode_csv;programme,"University of South Florida, United States",False,,University of South Florida,,,True
icrs-a-00722,University of Southampton,University of Southampton,United Kingdom,GB,ok,50.935742,-1.3966381,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"University of Southampton, United Kingdom",False,,University of Southampton,,,True
icrs-a-00723,University of Southern California,"University of Southern California, United States",United States,US,ok,34.0223519,-118.285117,geocode_csv,1,7,False,True,programme,"University of Southern California, United States",False,,"University of Southern California, United States",,,True
icrs-a-00724,University of St Andrews,University of St Andrews,Netherlands,NL,fallback,52.3676,4.9041,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"University of St Andrews, Netherlands",False,,University of St Andrews,,,True
icrs-a-00725,University of Sydney,"University of Sydney, Australia",Australia,AU,fallback,-35.2809,149.13,capital_fallback,3,21,True,True,delegate_list;display_alias;geocode_csv;programme,"University Of Sydney; University of Sydney; University of Sydney, Australia",False,,"University of Sydney, Australia",,,True
icrs-a-00726,University of São Paulo,"University of São Paulo, Brazil",Brazil,BR,ok,-23.5613991,-46.7307891,geocode_csv,3,16,True,True,delegate_list;display_alias;geocode_csv;programme,"University of Sao Paulo; University of São Paulo; University of São Paulo, Brazil",False,,"University of São Paulo, Brazil",,,True
icrs-a-00727,University of Tasmania,University of Tasmania,Australia,AU,ok,-42.9041118,147.3247503,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"University of Tasmania, Australia",False,,University of Tasmania,,,True
icrs-a-00728,University of Technology Sydney,"University of Technology Sydney, Australia",Australia,AU,ok,-33.8836537,151.2006119,geocode_csv,2,19,True,True,delegate_list;display_alias;geocode_csv;programme,"University of Technology Sydney; University of Technology Sydney, Australia",False,,"University of Technology Sydney, Australia",,,True
icrs-a-00729,University of Texas - Arlington,University of Texas - Arlington,United States,US,ok,32.7292117,-97.1151971,geocode_csv,1,4,True,True,delegate_list;geocode_csv;programme,"University of Texas - Arlington, United States",False,,University of Texas - Arlington,,,True
icrs-a-00730,University of Texas - Austin,"University of Texas - Austin, United States",United States,US,ok,30.2850284,-97.7335226,geocode_csv,2,8,True,True,delegate_list;display_alias;geocode_csv;programme,"University of Texas - Austin; University of Texas - Austin, United States",False,,"University of Texas - Austin, United States",,,True
icrs-a-00731,University of Texas - Tyler,University of Texas - Tyler,United States,US,fallback,30.2672,-97.7431,capital_fallback,1,0,False,True,programme,University of Texas - Tyler,False,,University of Texas - Tyler,,,True
icrs-a-00732,University of the Philippines - Cebu,University of the Philippines - Cebu,Philippines,PH,fallback,14.5995,120.9842,capital_fallback,1,0,False,True,programme,University of the Philippines - Cebu,False,,University of the Philippines - Cebu,,,True
icrs-a-00733,University Of The Philippines - Diliman,"University Of The Philippines - Diliman, Philippines",Philippines,PH,ok,14.6538783,121.0684573,geocode_csv,6,18,True,True,delegate_list;display_alias;geocode_csv;programme,"University Of The Philippines - Diliman; University Of The Philippines - Diliman, Philippines; University of The Philippines - Diliman; University of The Philippines - Diliman, Philippines; University of the Philippines - Diliman; University of the Philippines - Diliman, Philippines",False,,"University Of The Philippines - Diliman, Philippines",,,True
icrs-a-00734,University of the Philippines,"University of the Philippines, Philippines",Philippines,PH,ok,14.6538783,121.0684573,geocode_csv,2,14,True,True,delegate_list;display_alias;geocode_csv;programme,"University of the Philippines; University of the Philippines, Philippines",False,,"University of the Philippines, Philippines",,,True
icrs-a-00735,University of the Ryukyus,University Of The Ryukyus,Japan,JP,ok,26.2516868,127.7684078,geocode_csv,2,14,True,True,delegate_list;geocode_csv;programme,"University Of The Ryukyus, Japan; University of the Ryukyus, Japan",False,,University Of The Ryukyus,,,True
icrs-a-00736,University of the Ryukyus,University Of The Ryukyus,Maldives,MV,fallback,4.1755,73.5093,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"University Of The Ryukyus, Maldives",False,,University Of The Ryukyus,,,True
icrs-a-00737,University of the Ryukyus,University Of The Ryukyus,Philippines,PH,fallback,14.5995,120.9842,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"University Of The Ryukyus, Philippines",False,,University Of The Ryukyus,,,True
icrs-a-00738,University Of The South Pacific,"University Of The South Pacific, Vanuatu",Fiji,FJ,ok,-18.1480462,178.4476007,geocode_csv,2,11,True,True,delegate_list;geocode_csv;programme,"University Of The South Pacific, Fiji; University of the South Pacific, Fiji",False,,"University Of The South Pacific, Vanuatu",,,True
icrs-a-00739,University Of The South Pacific,"University Of The South Pacific, Vanuatu",Vanuatu,VU,fallback,-17.7333,168.3273,capital_fallback,5,1,True,False,delegate_list;display_alias;geocode_csv,"University Of The South Pacific; University Of The South Pacific, Fiji; University Of The South Pacific, Vanuatu; University of the South Pacific; University of the South Pacific, Fiji",False,,"University Of The South Pacific, Vanuatu",,,True
icrs-a-00740,University of the Virgin Islands,"University of the Virgin Islands, United States",Australia,AU,fallback,-35.2809,149.13,capital_fallback,1,1,False,True,programme,"University of the Virgin Islands, Australia",False,,"University of the Virgin Islands, United States",,,True
icrs-a-00741,University of the Virgin Islands,"University of the Virgin Islands, United States",Brazil,BR,fallback,-15.7939,-47.8828,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"Institute of Science - Tokyo, Brazil",False,,"University of the Virgin Islands, United States",,,True
icrs-a-00742,University of the Virgin Islands,"University of the Virgin Islands, United States",Ecuador,EC,missing,,,,2,0,True,True,delegate_list;geocode_csv;programme,"Universidad San Francisco de Quito, Ecuador; University of the Virgin Islands, Ecuador",True,geocode_missing,"University of the Virgin Islands, United States",,,False
icrs-a-00743,University of the Virgin Islands,"University of the Virgin Islands, United States",New Zealand,NZ,fallback,-41.2865,174.7762,capital_fallback,2,1,True,True,delegate_list;geocode_csv;programme,"Department of Conservation - New Zealand, New Zealand; University of the Virgin Islands, New Zealand",False,,"University of the Virgin Islands, United States",,,True
icrs-a-00744,University of the Virgin Islands,"University of the Virgin Islands, United States",United States,US,fallback,38.9072,-77.0369,capital_fallback,5,10,True,True,delegate_list;display_alias;geocode_csv;programme,"Bigelow Laboratory for Ocean Sciences, United States; National Oceanic and Atmospheric Administration; National Oceanic and Atmospheric Administration, United States; University of the Virgin Islands; University of the Virgin Islands, United States",False,,"University of the Virgin Islands, United States",,,True
icrs-a-00745,University of the Virgin Islands,"University of the Virgin Islands, United States",United States Virgin Islands,VI,ok,18.3398655,-64.9762924,geocode_csv,8,18,True,True,delegate_list;display_alias;geocode_csv;programme,"University of the Virgin Islands; University of the Virgin Islands Virgin Islands (U.S.); University of the Virgin Islands Virgin Islands (U.S.), Australia; University of the Virgin Islands Virgin Islands (U.S.), Brazil; University of the Virgin Islands Virgin Islands (U.S.), Ecuador; University of the Virgin Islands Virgin Islands (U.S.), New Zealand; University of the Virgin Islands Virgin Islands (U.S.), United States; University of the Virgin Islands, United States Virgin Islands",False,,"University of the Virgin Islands, United States",,,True
icrs-a-00746,University of the West Indies,University of the West Indies,Antigua and Barbuda,AG,ok,17.1185361,-61.8320473,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"University of the West Indies, Antigua and Barbuda",False,,University of the West Indies,,,True
icrs-a-00747,University of Tokyo,"University of Tokyo, Japan",Japan,JP,ok,35.7147555,139.761332,geocode_csv,2,7,True,True,delegate_list;display_alias;geocode_csv;programme,"University of Tokyo; University of Tokyo, Japan",False,,"University of Tokyo, Japan",,,True
icrs-a-00748,University of Toliara,University of Toliara,Madagascar,MG,ok,-23.3292083,43.6987046,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"University of Toliara, Madagascar",False,,University of Toliara,,,True
icrs-a-00749,University of Toronto,University of Toronto,Canada,CA,ok,43.663487,-79.3958273,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"University of Toronto, Canada",False,,University of Toronto,,,True
icrs-a-00750,University of Victoria,University of Victoria,Canada,CA,ok,48.4631345,-123.3121763,geocode_csv,1,4,True,True,delegate_list;geocode_csv;programme,"University of Victoria, Canada",False,,University of Victoria,,,True
icrs-a-00751,University of Waikato,University of Waikato,New Zealand,NZ,ok,-37.7866707,175.3182658,geocode_csv,1,4,True,True,delegate_list;geocode_csv;programme,"University of Waikato, New Zealand",False,,University of Waikato,,,True
icrs-a-00752,University of Warsaw,University of Warsaw,Poland,PL,ok,52.2403463,21.0186012,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"University of Warsaw, Poland",False,,University of Warsaw,,,True
icrs-a-00753,University of Warwick,University of Warwick,United Kingdom,GB,ok,52.3792525,-1.5614704,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"University of Warwick, United Kingdom",False,,University of Warwick,,,True
icrs-a-00754,University of Washington,University of Washington,United States,US,ok,47.6516448,-122.3081762,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"University of Washington, United States",False,,University of Washington,,,True
